编号,类型,域,优先级,状态,Java源文件,Python目标文件,来源文件,说明
R-051,Router,file,P3B,已完成,BinaryResourceDownloadResponseBuilder.java,download_response.py,,
R-052,Router,file,P3B,已完成,BinaryResourceUpload.java,upload.py,,
R-053,Router,writers,P3B,已完成,DocumentBaselineFileExportMessageBodyWriter.java,document_baseline_export.py,,
R-054,Router,writers,P3B,已完成,InstanceCollectionMessageBodyWriter.java,instance_collection.py,,
R-055,Router,writers,P3B,已完成,ProductFileExportMessageBodyWriter.java,product_file_export.py (集成到products.py),,
R-056,Router,writers,P3B,已完成,QueryResultMessageBodyWriter.java,query_result.py (集成到parts.py),,
R-057,Router,writers,P3B,已完成,VirtualInstanceCollectionMessageBodyWriter.java,virtual_instance_collection.py,,
R-058,Router,util,P3B,已完成,DocumentBaselineFileExport.java,document_baseline_file_export.py,,
R-059,Router,util,P3B,已完成,FileDownloadTools.java,file_download_tools.py,,
R-060,Router,util,P3B,已完成,FileExportTools.java,file_export_tools.py,,
R-061,Router,util,P3B,已完成,InstanceBodyWriterTools.java,instance_body_writer_tools.py,,
R-062,Router,util,P3B,已完成,ProductFileExport.java,product_file_export.py,,
R-063,Router,util,P3B,已完成,SearchQueryParser.java,search_query_parser.py,,
D-001,Schema,,P1A,已完成,ACLDTO.java,acl.py,misc.py,
D-002,Schema,,P1A,已完成,ACLEntryDTO.java,acl_entry.py,misc.py,
D-003,Schema,,P1A,已完成,AccountDTO.java,account.py,auth.py,AccountDTO 当前在 schemas/auth.py 中
D-004,Schema,,P1A,已完成,ActivityDTO.java,activity.py,workflow.py,
D-005,Schema,,P1A,已完成,ActivityModelDTO.java,activity_model.py,workflow.py,
D-006,Schema,,P1B,已完成,ActivityType.java,activity_type.py,,
D-007,Schema,,P1A,已完成,BinaryResourceDTO.java,binary_resource.py,document.py,
D-008,Schema,,P1A,已完成,CADInstanceDTO.java,cad_instance.py,part.py,
D-009,Schema,,P1B,已完成,CheckedOutStatsResponseDTO.java,checked_out_stats.py,,
D-010,Schema,,P1A,已完成,ComponentDTO.java,component.py,part.py,
D-011,Schema,,P1A,已完成,ConfigurationItemDTO.java,configuration_item.py,product.py,
D-012,Schema,,P1A,已完成,ConversionDTO.java,conversion.py,part.py,
D-013,Schema,,P1A,已完成,ConversionResultDTO.java,conversion_result.py,part.py,
D-014,Schema,,P1B,已完成,CountDTO.java,count.py,,
D-015,Schema,,P1B,已完成,DateBasedEffectivityDTO.java,date_based_effectivity.py,,
D-016,Schema,,P1A,已完成,DiskUsageSpaceDTO.java,disk_usage_space.py,admin.py,
D-017,Schema,,P1A,已完成,DocumentCreationDTO.java,document_creation.py,document.py,
D-018,Schema,,P1A,已完成,DocumentIterationDTO.java,document_iteration.py,document.py,
D-019,Schema,,P1A,已完成,DocumentIterationLinkDTO.java,document_iteration_link.py,document.py,
D-020,Schema,,P1A,已完成,DocumentIterationListDTO.java,document_iteration_list.py,document.py,
D-021,Schema,,P1A,已完成,DocumentMasterTemplateDTO.java,document_master_template.py,document.py,
D-022,Schema,,P1A,已完成,DocumentRevisionDTO.java,document_revision.py,document.py,
D-023,Schema,,P1A,已完成,DocumentTemplateCreationDTO.java,document_template_creation.py,document.py,
D-024,Schema,,P1B,已完成,EffectivityDTO.java,effectivity.py,,
D-025,Schema,,P1B,已完成,FileDTO.java,file.py,,
D-026,Schema,,P1A,已完成,FolderDTO.java,folder.py,misc.py,
D-027,Schema,,P1B,已完成,GCMAccountDTO.java,gcm_account.py,,
D-028,Schema,,P1B,已完成,ImportDTO.java,import_.py,,
D-029,Schema,,P1B,已完成,ImportPreviewDTO.java,import_preview.py,,
D-030,Schema,,P1A,已完成,InstanceAttributeDTO.java,instance_attribute.py,misc.py,
D-031,Schema,,P1A,已完成,InstanceAttributeTemplateDTO.java,instance_attribute_template.py,misc.py,
D-032,Schema,,P1B,已完成,InstanceAttributeType.java,instance_attribute_type.py,,
D-033,Schema,,P1A,已完成,IterationNoteDTO.java,iteration_note.py,part.py,
D-034,Schema,,P1B,已完成,LayerDTO.java,product/layer.py,,
D-035,Schema,,P1A,已完成,LeafDTO.java,leaf.py,product.py,
D-036,Schema,,P1A,已完成,LightPartLinkDTO.java,light_part_link.py,part.py,
D-037,Schema,,P1A,已完成,LightPartLinkListDTO.java,light_part_link_list.py,part.py,
D-038,Schema,,P1A,已完成,LightPartMasterDTO.java,light_part_master.py,part.py,
D-039,Schema,,P1A,已完成,LightPartRevisionDTO.java,light_part_revision.py,part.py,
D-040,Schema,,P1B,已完成,LightPathToPathLinkDTO.java,light_path_to_path_link.py,,
D-041,Schema,,P1A,已完成,ListOfValuesDTO.java,list_of_values.py,misc.py,
D-042,Schema,,P1A,已完成,LoginRequestDTO.java,login_request.py,auth.py,LoginRequestDTO 当前在 schemas/auth.py 中
D-043,Schema,,P1B,已完成,LotBasedEffectivityDTO.java,lot_based_effectivity.py,,
D-044,Schema,,P1B,已完成,MarkerDTO.java,product/marker.py,,
D-045,Schema,,P1A,已完成,ModificationNotificationDTO.java,modification_notification.py,misc.py,
D-046,Schema,,P1B,已完成,NameValuePairDTO.java,name_value_pair.py,,
D-047,Schema,,P1B,已完成,OAuthLoginRequestDTO.java,oauth_login_request.py,,
D-048,Schema,,P1B,已完成,OAuthProviderDTO.java,oauth_provider.py,,
D-049,Schema,,P1B,已完成,OAuthProviderPublicDTO.java,oauth_provider_public.py,,
D-050,Schema,,P1A,已完成,OrganizationDTO.java,organization.py,user_mgmt.py,
D-051,Schema,,P1A,已完成,PartCreationDTO.java,part_creation.py,part.py,
D-052,Schema,,P1A,已完成,PartIterationDTO.java,part_iteration.py,part.py,
D-053,Schema,,P1A,已完成,PartIterationListDTO.java,part_iteration_list.py,part.py,
D-054,Schema,,P1A,已完成,PartMasterTemplateDTO.java,part_master_template.py,part.py,
D-055,Schema,,P1A,已完成,PartRevisionDTO.java,part_revision.py,part.py,
D-056,Schema,,P1A,已完成,PartSubstituteLinkDTO.java,part_substitute_link.py,part.py,
D-057,Schema,,P1A,已完成,PartTemplateCreationDTO.java,part_template_creation.py,part.py,
D-058,Schema,,P1A,已完成,PartUsageLinkDTO.java,part_usage_link.py,part.py,
D-059,Schema,,P1B,已完成,PasswordRecoverDTO.java,password_recover.py,,
D-060,Schema,,P1B,已完成,PasswordRecoveryRequestDTO.java,password_recovery_request.py,,
D-061,Schema,,P1B,已完成,PathDTO.java,path.py,,
D-062,Schema,,P1B,已完成,PathDataIterationCreationDTO.java,path_data_iteration_creation.py,,
D-063,Schema,,P1B,已完成,PathDataIterationDTO.java,path_data_iteration.py,,
D-064,Schema,,P1B,已完成,PathDataMasterDTO.java,path_data_master.py,,
D-065,Schema,,P1B,已完成,PathListDTO.java,path_list.py,,
D-066,Schema,,P1B,已完成,PathToPathLinkDTO.java,path_to_path_link.py,,
D-067,Schema,,P1B,已完成,PlatformHealthDTO.java,platform_health.py,,
D-068,Schema,,P1B,已完成,PlatformOptionsDTO.java,platform_options.py,,
D-069,Schema,,P1B,已完成,QueryContextDTO.java,query_context.py,,
D-070,Schema,,P1B,已完成,QueryDTO.java,query.py,,
D-071,Schema,,P1B,已完成,QueryRuleDTO.java,query_rule.py,,
D-072,Schema,,P1A,已完成,RoleDTO.java,role.py,misc.py,
D-073,Schema,,P1B,已完成,RoleMappingDTO.java,role_mapping.py,,
D-074,Schema,,P1B,已完成,SerialNumberBasedEffectivityDTO.java,serial_number_based_effectivity.py,,
D-075,Schema,,P1B,已完成,SharedDocumentDTO.java,misc/shared_document.py,,
D-076,Schema,,P1B,已完成,SharedPartDTO.java,misc/shared_part.py,,
D-077,Schema,,P1A,已完成,StatsOverviewDTO.java,stats_overview.py,admin.py,
D-078,Schema,,P1B,已完成,StringListDTO.java,string_list.py,,
D-079,Schema,,P1A,已完成,TagDTO.java,tag.py,misc.py,
D-080,Schema,,P1B,已完成,TagListDTO.java,tag_list.py,,
D-081,Schema,,P1B,已完成,TagSubscriptionDTO.java,tag_subscription.py,,
D-082,Schema,,P1B,已完成,TaskAction.java,task_action.py,,
D-083,Schema,,P1A,已完成,TaskDTO.java,task.py,workflow.py,
D-084,Schema,,P1A,已完成,TaskModelDTO.java,task_model.py,workflow.py,
D-085,Schema,,P1B,已完成,TaskProcessDTO.java,task_process.py,,
D-086,Schema,,P1B,已完成,TaskStatus.java,task_status.py,,
D-087,Schema,,P1B,已完成,TemplateGeneratedIdDTO.java,template_generated_id.py,,
D-088,Schema,,P1B,已完成,TransformationDTO.java,transformation.py,,
D-089,Schema,,P1A,已完成,UserDTO.java,user.py,user_mgmt.py,
D-090,Schema,,P1A,已完成,UserGroupDTO.java,user_group.py,user_mgmt.py,
D-091,Schema,,P1A,已完成,UserStatsDTO.java,user_stats.py,admin.py,
D-092,Schema,,P1A,已完成,WebhookAppParameterDTO.java,webhook_app_parameter.py,misc.py,
D-093,Schema,,P1A,已完成,WebhookDTO.java,webhook.py,misc.py,
D-094,Schema,,P1A,已完成,WorkflowDTO.java,workflow.py,workflow.py,
D-095,Schema,,P1A,已完成,WorkflowModelDTO.java,workflow_model.py,workflow.py,
D-096,Schema,,P1B,已完成,WorkspaceBackOptionsDTO.java,workspace_back_options.py,,
D-097,Schema,,P1A,已完成,WorkspaceDTO.java,workspace.py,admin.py,
D-098,Schema,,P1A,已完成,WorkspaceDetailsDTO.java,workspace_details.py,admin.py,
D-099,Schema,,P1B,已完成,WorkspaceFrontOptionsDTO.java,workspace_front_options.py,,
D-100,Schema,,P1B,已完成,WorkspaceListDTO.java,workspace_list.py,,
D-101,Schema,,P1B,已完成,WorkspaceMembership.java,workspace_membership_enum.py,,
D-102,Schema,,P1A,已完成,WorkspaceUserGroupMemberShipDTO.java,workspace_user_group_membership.py,user_mgmt.py,
D-103,Schema,,P1A,已完成,WorkspaceUserMemberShipDTO.java,workspace_user_membership.py,user_mgmt.py,
D-104,Schema,,P1B,已完成,WorkspaceWorkflowCreationDTO.java,workspace_workflow_creation.py,,
D-105,Schema,,P1B,已完成,WorkspaceWorkflowDTO.java,workspace_workflow.py,,
D-106,Schema,baseline,P1B,已完成,BaselinedDocumentDTO.java,baseline/baselined_document.py,,
D-107,Schema,baseline,P1B,已完成,BaselinedDocumentOptionDTO.java,baseline/baselined_document_option.py,,
D-108,Schema,baseline,P1B,已完成,BaselinedPartDTO.java,baseline/baselined_part.py,,
D-109,Schema,baseline,P1B,已完成,BaselinedPartOptionDTO.java,baseline/baselined_part_option.py,,
D-110,Schema,baseline,P1B,已完成,DocumentBaselineDTO.java,baseline/document_baseline.py,,
D-111,Schema,baseline,P1B,已完成,PathChoiceDTO.java,baseline/path_choice.py,,
D-112,Schema,baseline,P1B,已完成,ProductBaselineCreationDTO.java,baseline/product_baseline_creation.py,,
D-113,Schema,baseline,P1B,已完成,ProductBaselineDTO.java,baseline/product_baseline.py,,
D-114,Schema,baseline,P1B,已完成,ProductConfigurationDTO.java,baseline/product_configuration.py,,
D-115,Schema,baseline,P1B,已完成,ResolvedPartLinkDTO.java,baseline/resolved_part_link.py,,
D-116,Schema,change,P1A,已完成,ChangeIssueDTO.java,change/change_issue.py,change.py,
D-117,Schema,change,P1A,已完成,ChangeIssueListDTO.java,change/change_issue_list.py,change.py,
D-118,Schema,change,P1A,已完成,ChangeItemDTO.java,change/change_item.py,change.py,
D-119,Schema,change,P1A,已完成,ChangeOrderDTO.java,change/change_order.py,change.py,
D-120,Schema,change,P1A,已完成,ChangeRequestDTO.java,change/change_request.py,change.py,
D-121,Schema,change,P1A,已完成,ChangeRequestListDTO.java,change/change_request_list.py,change.py,
D-122,Schema,change,P1A,已完成,MilestoneDTO.java,change/milestone.py,change.py,
D-123,Schema,product,P1B,已完成,ProductInstanceCreationDTO.java,product/product_instance_creation.py,,
D-124,Schema,product,P1B,已完成,ProductInstanceIterationDTO.java,product/product_instance_iteration.py,,
D-125,Schema,product,P1B,已完成,ProductInstanceMasterDTO.java,product/product_instance_master.py,,
C-001,Core,core,P0,已完成,config/ServerConfig.java,core/config.py,,
C-002,Core,core,P0,已完成,config/AuthConfig.java,(合并到 core/config.py),,
C-003,Core,core,P0,已完成,config/IndexerConfig.java,(合并到 core/config.py),,
C-004,Core,core,P0,已完成,config/OauthConfig.java,(合并到 core/config.py),,
C-005,Core,core,P0,已完成,config/SecurityConfig.java,(合并到 core/config.py),,
C-006,Core,core,P0,已完成,ejb/EntityManagerProducer.java,core/database.py,,
C-007,Core,core,P0,已完成,jwt/JWTokenManager.java,core/security.py,,
C-008,Core,core,P0,已完成,core/exceptions/*.java` (86 个),core/exceptions.py,,
C-009,Core,core,P0,已完成,rest/exceptions/mapper/*.java` (19 个),core/exception_handlers.py,,
C-010,Core,core,P0,已完成,rest/RestApplication.java,main.py,,
C-011,Core,core,P0,已完成,rest/auth/AuthServices.java,core/security.py` (部分),,
C-012,Core,core,P0,已完成,rest/auth/modules/*.java (5 个),core/security.py` (部分),,
C-013,Core,core,P0,已完成,i18n/PropertiesLoader.java,core/i18n.py,,
W-001,WebSocket,ws,P4B,已完成,WebSocketApplication.java,ws/endpoint.py,FastAPI WebSocket 原生支持,
W-002,WebSocket,ws,P4B,已完成,WebSocketMessage.java,ws/message.py,,
W-003,WebSocket,ws,P4B,已完成,WebSocketMessageDecoder.java,已合并(JSON原生序列化),,
W-004,WebSocket,ws,P4B,已完成,WebSocketMessageEncoder.java,已合并(JSON原生序列化),,
W-005,WebSocket,ws,P4B,已完成,WebSocketModule.java,ws/module.py,,
W-006,WebSocket,ws,P4B,已完成,WebSocketSessionsManager.java,ws/sessions_manager.py,,
W-007,WebSocket,ws,P4B,已完成,ChatWebSocketModule.java,ws/chat_module.py,,
W-008,WebSocket,ws,P4B,已完成,ChatWebSocketModuleImpl.java,ws/chat_module.py(与W-007合并),,
W-009,WebSocket,ws,P4B,已完成,Room.java,ws/room.py,,
W-010,WebSocket,ws,P4B,已完成,RoomSession.java,ws/room.py(与W-009合并),,
W-011,WebSocket,ws,P4B,已完成,collaborative/*.java (3),ws/collaborative_module.py,,
W-012,WebSocket,ws,P4B,已完成,status/*.java (2),ws/status_module.py,,
W-013,WebSocket,ws,P4B,已完成,webrtc/*.java (3),ws/webrtc_module.py + webrtc_utils.py,,
X-001,Extension,ext,P4B,已完成,CADConverter.java,ext/cad_converter.py,,
X-002,Extension,ext,P4B,已完成,ConversionOrder.java,ext/conversion_order.py,,
X-003,Extension,ext,P4B,已完成,ConversionResultProxy.java,ext/conversion_result_proxy.py,,
X-004,Extension,ext,P4B,已完成,ConverterUtils.java,ext/converter_utils.py,,
X-005,Extension,ext,P4B,已完成,OnDemandConverter.java,ext/ondemand_converter.py,,
X-006,Extension,ext,P4B,已完成,Attribute.java,ext/attribute_model.py,,
X-007,Extension,ext,P4B,已完成,AttributesHolder.java,ext/attributes_holder.py,,
X-008,Extension,ext,P4B,已完成,AttributesImporterUtils.java,ext/attributes_importer_utils.py,,
X-009,Extension,ext,P4B,已完成,BomImporter.java,ext/bom_importer.py（含BomImportResult）,,
X-010,Extension,ext,P4B,已完成,BomImporterResult.java,ext/bom_importer.py(与X-009合并),,
X-011,Extension,ext,P4B,已完成,PartImporter.java,ext/part_importer.py（含PartImportResult+PartToImport）,,
X-012,Extension,ext,P4B,已完成,PartImporterResult.java,ext/part_importer.py(与X-011合并),,
X-013,Extension,ext,P4B,已完成,PartToImport.java,ext/part_importer.py(与X-011合并),,
X-014,Extension,ext,P4B,已完成,PathDataImporter.java,ext/path_data_importer.py（含Result+PathDataToImport）,,
X-015,Extension,ext,P4B,已完成,PathDataImporterResult.java,ext/path_data_importer.py(与X-014合并),,
X-016,Extension,ext,P4B,已完成,PathDataToImport.java,ext/path_data_importer.py(与X-014合并),,
F-001,Resource,i18n,P0,已完成,core/.../i18n/LocalStrings_en.properties,resources/i18n/LocalStrings_en.properties,,核心 UI 文案
F-002,Resource,i18n,P0,已完成,core/.../i18n/LocalStrings_fr.properties,resources/i18n/LocalStrings_fr.properties,,
F-003,Resource,i18n,P0,已完成,core/.../i18n/LocalStrings_ru.properties,resources/i18n/LocalStrings_ru.properties,,
F-004,Resource,i18n,P0,已完成,core/.../i18n/LocalStrings_zh.properties,resources/i18n/LocalStrings_zh.properties,,
F-005,Resource,i18n,P0B,已完成,rest/.../i18n/LocalStrings_en.properties,resources/i18n/rest/LocalStrings_en.properties,,REST 层文案（可能需与 core 合并）
F-006,Resource,i18n,P0B,已完成,rest/.../i18n/LocalStrings_fr.properties,resources/i18n/rest/LocalStrings_fr.properties,,
F-007,Resource,i18n,P0B,已完成,rest/.../i18n/LocalStrings_ru.properties,resources/i18n/rest/LocalStrings_ru.properties,,
F-008,Resource,i18n,P0B,已完成,rest/.../i18n/LocalStrings_zh.properties,resources/i18n/rest/LocalStrings_zh.properties,,
F-009,Resource,i18n,P0B,已完成,ejb/.../importers/Importers_en.properties,resources/i18n/Importers_en.properties,,导入器 UI 文案
F-010,Resource,i18n,P0B,已完成,ejb/.../importers/Importers_fr.properties,resources/i18n/Importers_fr.properties,,
F-011,Resource,i18n,P0B,已完成,ejb/.../importers/Importers_ru.properties,resources/i18n/Importers_ru.properties,,
F-012,Resource,i18n,P0B,已完成,ejb/.../importers/Importers_zh.properties,resources/i18n/Importers_zh.properties,,
F-013,Resource,i18n,P0B,已完成,ejb/.../templates/NotificationText_en.properties,resources/templates/NotificationText_en.properties,,邮件通知模板
F-014,Resource,i18n,P0B,已完成,ejb/.../templates/NotificationText_fr.properties,resources/templates/NotificationText_fr.properties,,
F-015,Resource,i18n,P0B,已完成,ejb/.../templates/NotificationText_ru.properties,resources/templates/NotificationText_ru.properties,,
F-016,Resource,i18n,P0B,已完成,ejb/.../templates/NotificationText_zh.properties,resources/templates/NotificationText_zh.properties,,
F-017,Resource,i18n,P0B,已完成,attributes-importer/.../ExcelImport_en.properties,resources/i18n/ExcelImport_en.properties,,
F-018,Resource,i18n,P0B,已完成,attributes-importer/.../ExcelImport_fr.properties,resources/i18n/ExcelImport_fr.properties,,
F-019,Resource,i18n,P0B,已完成,attributes-importer/.../ExcelImport_ru.properties,resources/i18n/ExcelImport_ru.properties,,
F-020,Resource,i18n,P0B,已完成,attributes-importer/.../ExcelImport_zh.properties,resources/i18n/ExcelImport_zh.properties,,
F-021,Resource,i18n,P0B,已完成,office-doc/.../TitleBlockData_en.properties,resources/i18n/TitleBlockData_en.properties,,
F-022,Resource,i18n,P0B,已完成,office-doc/.../TitleBlockData_fr.properties,resources/i18n/TitleBlockData_fr.properties,,
F-023,Resource,i18n,P0B,已完成,office-doc/.../TitleBlockData_ru.properties,resources/i18n/TitleBlockData_ru.properties,,
F-024,Resource,i18n,P0B,已完成,office-doc/.../TitleBlockData_zh.properties,resources/i18n/TitleBlockData_zh.properties,,
F-025,Resource,i18n,P0B,已完成,ejb/.../indexer/common-template.json,resources/es/common-template.json,,ES 通用索引模板
F-026,Resource,i18n,P0B,已完成,ejb/.../indexer/document-template.json,resources/es/document-template.json,,ES 文档索引模板
F-027,Resource,i18n,P0B,已完成,ejb/.../indexer/part-template.json,resources/es/part-template.json,,ES 零件索引模板
F-028,Resource,i18n,P0B,已完成,rest/.../META-INF/mime.types,**MIME 类型映射**,,
F-029,Resource,i18n,P0B,已完成,office-doc/.../fonts/fontawesome-webfont.ttf,resources/fonts/fontawesome-webfont.ttf,,
F-030,Resource,i18n,P0B,已完成,office-doc/.../fonts/liberation-sans.bold.ttf,resources/fonts/liberation-sans.bold.ttf,,
F-031,Resource,i18n,P0B,已完成,office-doc/.../fonts/liberation-sans.italic.ttf,resources/fonts/liberation-sans.italic.ttf,,
F-032,Resource,i18n,P0B,已完成,rest/.../log4j.properties,resources/logging.yaml,,
F-033,Resource,i18n,P0,已完成,docker/Dockerfile,Dockerfile,,
F-034,Resource,i18n,P0,已完成,docker/asadmin.commands,resources/.env.example,,env vars 已提取到 .env.example（源自 asadmin.commands）
Y-001,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/core/deps.py,,FastAPI 依赖注入（认证+工作区检查）→ RequestFilter + JWTokenManager
Y-002,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/kafka_producer.py,,Kafka 消息生产者 → ConverterBean Kafka 部分
Y-003,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/part_mapper.py,,ORM→DTO 映射工具
Y-004,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/product_structure.py,,产品结构树解析 → ProductManagerBean CI 部分
Y-005,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/security_service.py,,角色/ACL 辅助操作 → RoleManagerBean
Y-006,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/acl_helper.py,,ACL 条目创建/更新 → ACLFactory
Y-007,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/vault.py,,Vault 文件路径规则 → BinaryStorageManagerBean
Y-008,PythonSpecial,python_special,P0,已完成,(无 Java 对应),app/services/es_query_builder.py,,ES 搜索 DSL 构建 → IndexerQueryBuilder
